ID,Name,Gender,Age,Height (cm),Weight (kg),Country,Continent,Year,Season,Sport,Event,Medal
943,Natacha Randriantefy,Female,18,162,79,USA,North America,1994,Summer,Gymnastics,Floor Exercise,Gold
944,Karim Alami,Male,34,179,86,UK,Europe,1994,Summer,Basketball,Men's Tournament,Bronze
945,Hicham Arazi,Male,21,169,59,India,Asia,1994,Summer,Basketball,Women's Tournament,Silver
946,Younès El-Aynaoui,Male,21,167,56,South Africa,Africa,1994,Summer,Basketball,Men's Tournament,Bronze
947,Abdelhadi Legdali,Female,33,200,58,India,Asia,1994,Winter,Ice Hockey,Women's Ice Hockey,Bronze
948,Chan Chia Fong,Female,38,159,73,Spain,Europe,1994,Summer,Basketball,Men's Tournament,
949,Lau Wai Cheng,Female,30,188,79,Brazil,South America,1994,Summer,Swimming,100m Freestyle,Silver
950,Leong Mee Wan,Female,32,190,76,Russia,Europe,1994,Summer,Basketball,Men's Tournament,Gold
951,Cheah Soon Kit,Male,20,199,50,USA,North America,1994,Summer,Swimming,100m Freestyle,Silver
952,Foo Kok Keong,Female,23,152,73,Italy,Europe,1994,Summer,Swimming,200m Butterfly,
953,Ong Ewe Hock,Female,31,162,93,Brazil,South America,1994,Summer,Gymnastics,Floor Exercise,
954,Alan Sidek Mohamed,Male,30,155,87,Germany,Europe,1994,Summer,Athletics,200m Sprint,
955,Ajib Sidek Mohamed,Male,23,161,101,Japan,Asia,1994,Summer,Weightlifting,Women's 58kg,Gold
956,Adul Sidek Mohamed,Male,28,151,63,UK,Europe,1994,Winter,Skiing,Alpine Skiing,
957,Soo Beng Kiang,Male,34,172,79,Russia,Europe,1994,Summer,Weightlifting,Men's 77kg,Silver
958,Tan Kim Her,Female,34,193,85,Brazil,South America,1994,Summer,Football,Men's Football,
959,Yap Kim Hock,Male,28,151,78,India,Asia,1994,Winter,Skiing,Cross-Country,
960,Gilany Hosnani,Female,31,159,76,Brazil,South America,1994,Summer,Swimming,100m Freestyle,
961,Xóchitl Escobedo,Male,29,200,98,India,Asia,1994,Winter,Skiing,Cross-Country,Bronze
962,Angélica Gavaldón,Male,22,178,60,UK,Europe,1994,Summer,Weightlifting,Men's 77kg,Gold
963,Claudia Hernández,Female,39,168,89,Canada,North America,1994,Winter,Ice Hockey,Women's Ice Hockey,
964,Lupita Novelo,Female,31,190,87,Germany,Europe,1994,Winter,Ice Hockey,Men's Ice Hockey,Gold
965,Félix del Canto,Female,40,174,72,Russia,Europe,1994,Winter,Skiing,Cross-Country,
966,Alejandro Hernández,Male,22,187,57,South Africa,Africa,1994,Summer,Football,Women's Football,
967,Leonardo Lavalle,Male,36,150,94,Russia,Europe,1994,Summer,Weightlifting,Women's 58kg,Silver
968,Mariano Lozano,Female,35,163,68,South Africa,Africa,1994,Summer,Gymnastics,Floor Exercise,
969,Francisco Maciel,Male,25,175,101,South Africa,Africa,1994,Winter,Ice Hockey,Men's Ice Hockey,
970,Agustín Moreno,Female,40,165,76,Australia,Oceania,1994,Winter,Skiing,Cross-Country,Silver
971,Guillermo Muñoz,Female,30,200,111,Germany,Europe,1994,Summer,Weightlifting,Men's 77kg,Bronze
972,Óscar Ortiz,Female,27,168,69,Canada,North America,1994,Summer,Gymnastics,Floor Exercise,Bronze
973,Martine de Souza,Male,40,194,92,Spain,Europe,1994,Winter,Skiing,Alpine Skiing,Bronze
974,Marie-Josephe Jean-Pierre,Female,20,196,114,South Africa,Africa,1994,Winter,Skiing,Cross-Country,
975,Vandanah Seesurun,Male,20,193,92,UK,Europe,1994,Winter,Skiing,Alpine Skiing,Bronze
976,Stephan Beeharry,Male,24,197,89,Brazil,South America,1994,Summer,Athletics,Marathon,
977,Alain Choo Choy,Female,37,188,104,Australia,Oceania,1994,Winter,Skiing,Cross-Country,Gold
978,Édouard Clarisse,Male,33,163,78,Germany,Europe,1994,Summer,Swimming,200m Butterfly,
979,Manon Bollegraf,Male,36,169,55,France,Europe,1994,Summer,Athletics,100m Sprint,
980,Kea Bouman,Male,23,194,73,USA,North America,1994,Summer,Gymnastics,Vault,
981,Eline Coene,Male,23,193,75,Japan,Asia,1994,Winter,Ice Hockey,Men's Ice Hockey,
982,Mirjam Hooman-Kloppenburg,Female,35,192,115,Brazil,South America,1994,Winter,Ice Hockey,Men's Ice Hockey,
983,Gerdie Keen,Female,18,166,70,South Korea,Asia,1994,Summer,Gymnastics,Floor Exercise,
984,Nicole Muns-Jagerman,Female,31,191,78,Italy,Europe,1994,Summer,Gymnastics,Vault,
985,Emily Noor,Male,37,168,116,Australia,Oceania,1994,Winter,Ice Hockey,Men's Ice Hockey,
986,Brenda Schultz-McCarthy,Male,24,197,68,Australia,Oceania,1994,Winter,Skiing,Cross-Country,Silver
987,Erica van den Heuvel,Female,18,165,53,South Korea,Asia,1994,Summer,Athletics,Marathon,Gold
988,Astrid van der Knaap,Male,20,194,119,Italy,Europe,1994,Summer,Weightlifting,Women's 58kg,Gold
989,Bettine Vriesekoop,Female,18,170,100,South Korea,Asia,1994,Summer,Athletics,Marathon,Silver
990,Otto Blom,Female,37,180,90,Brazil,South America,1994,Summer,Gymnastics,Floor Exercise,
991,Jacco Eltingh,Male,24,158,65,Italy,Europe,1994,Summer,Athletics,200m Sprint,Bronze
992,Paul Haldan,Female,20,175,75,Japan,Asia,1994,Summer,Basketball,Men's Tournament,Silver
993,Danny Heister,Female,40,196,98,UK,Europe,1994,Summer,Swimming,100m Freestyle,Silver
994,Paul Haarhuis,Female,24,151,104,Canada,North America,1994,Summer,Basketball,Men's Tournament,
995,Trinko Keen,Female,33,194,117,Australia,Oceania,1994,Summer,Athletics,200m Sprint,
996,Mark Koevermans,Female,34,180,55,South Korea,Asia,1994,Summer,Weightlifting,Women's 58kg,
997,Gerard Leembruggen,Male,39,172,80,Japan,Asia,1994,Summer,Basketball,Women's Tournament,
998,Ron Michels,Male,30,158,112,Canada,North America,1994,Summer,Swimming,100m Freestyle,Bronze
999,Michiel Schapers,Male,28,159,83,Japan,Asia,1994,Winter,Skiing,Alpine Skiing,
1000,Jan Siemerink,Female,31,162,87,USA,North America,1994,Summer,Swimming,200m Butterfly,Silver
1001,Henk Timmer,Male,34,161,68,China,Asia,1996,Winter,Ice Hockey,Men's Ice Hockey,Silver
1002,Maas van der Feen,Male,36,195,62,USA,North America,1996,Winter,Ice Hockey,Women's Ice Hockey,Gold
1003,Jeroen van Dijk,Male,18,160,116,China,Asia,1996,Winter,Ice Hockey,Men's Ice Hockey,
1004,"Christiaan, Jonkheer van Lennep",Female,37,166,52,Canada,North America,1996,Summer,Athletics,200m Sprint,
1005,"Roelof, Jonkheer van Lennep",Male,24,156,120,South Korea,Asia,1996,Summer,Basketball,Women's Tournament,
1006,Joris van Soerland,Male,36,158,116,India,Asia,1996,Winter,Ice Hockey,Women's Ice Hockey,
1007,Iyabo Akanmu,Male,40,185,70,Japan,Asia,1996,Summer,Football,Men's Football,Gold
1008,Bose Kaffo,Male,24,165,110,France,Europe,1996,Summer,Swimming,100m Freestyle,
1009,Abiola Odumosu,Female,20,186,73,Germany,Europe,1996,Summer,Athletics,Marathon,Gold
1010,Obigeli Olorunsola,Male,21,154,74,Italy,Europe,1996,Summer,Swimming,100m Freestyle,
1011,Funke Oshonaike,Female,20,185,58,South Korea,Asia,1996,Winter,Skiing,Cross-Country,Silver
1012,Kuburat Owolabi,Female,31,174,70,Spain,Europe,1996,Summer,Athletics,200m Sprint,Bronze
1013,Sadiq Abdullahi,Female,40,196,89,India,Asia,1996,Summer,Swimming,100m Freestyle,Gold
1014,Fatai Adeyemo,Male,19,185,93,China,Asia,1996,Winter,Ice Hockey,Women's Ice Hockey,Gold
1015,Kayode Akinsanya,Female,32,155,117,China,Asia,1996,Summer,Weightlifting,Women's 58kg,Silver
1016,Yomi Bankole,Female,31,165,116,Australia,Oceania,1996,Winter,Skiing,Alpine Skiing,Gold
1017,Sule Ladipo,Female,40,154,102,Canada,North America,1996,Winter,Skiing,Alpine Skiing,Silver
1018,Tony Mmoh,Male,26,152,110,Russia,Europe,1996,Summer,Football,Women's Football,
1019,Atanda Musa,Male,26,196,104,France,Europe,1996,Summer,Football,Women's Football,
1020,Nduka Odizor,Male,34,160,116,Brazil,South America,1996,Summer,Weightlifting,Women's 58kg,Silver
1021,Sule Olaleye,Female,33,185,96,Spain,Europe,1996,Summer,Swimming,200m Butterfly,Silver
1022,Titus Omotara,Female,30,186,59,South Africa,Africa,1996,Summer,Weightlifting,Women's 58kg,Silver
1023,Segun Toriola,Female,38,192,113,Australia,Oceania,1996,Summer,Gymnastics,Vault,Bronze
1024,Molla Bjurstedt-Mallory,Male,32,175,95,Canada,North America,1996,Winter,Ice Hockey,Men's Ice Hockey,Bronze
1025,Caro Dahl,Female,30,193,56,Australia,Oceania,1996,Winter,Ice Hockey,Men's Ice Hockey,Bronze
1026,Herman Bjørklund,Male,21,177,55,India,Asia,1996,Summer,Weightlifting,Women's 58kg,Bronze
1027,Conrad Langaard,Male,37,172,112,Canada,North America,1996,Summer,Athletics,200m Sprint,Bronze
1028,Jack Nielsen,Female,38,174,50,USA,North America,1996,Winter,Skiing,Alpine Skiing,
1029,Bent-Ove Pedersen,Female,36,171,106,China,Asia,1996,Winter,Ice Hockey,Women's Ice Hockey,Gold
1030,Richard Peterson,Female,40,169,69,India,Asia,1996,Winter,Skiing,Alpine Skiing,Gold
1031,Christian Ruud,Female,28,151,77,France,Europe,1996,Summer,Swimming,100m Freestyle,Bronze
1032,Trygve Smith,Male,25,178,67,Italy,Europe,1996,Summer,Gymnastics,Floor Exercise,
1033,Hans Sperre,Female,37,184,103,Italy,Europe,1996,Summer,Athletics,100m Sprint,Gold
1034,Noble Stibolt,Male,23,179,66,Germany,Europe,1996,Winter,Ice Hockey,Women's Ice Hockey,
1035,Belinda Cordwell,Male,39,152,93,Australia,Oceania,1996,Summer,Swimming,100m Freestyle,
1036,Tammy Jenkins,Female,31,186,115,Japan,Asia,1996,Summer,Basketball,Women's Tournament,
1037,Chunli Li,Male,25,195,99,Russia,Europe,1996,Summer,Gymnastics,Vault,
1038,Rhona Robertson,Female,31,191,110,South Korea,Asia,1996,Winter,Ice Hockey,Men's Ice Hockey,
1039,Hagen Bower,Male,39,186,86,Brazil,South America,1996,Summer,Gymnastics,Floor Exercise,
1040,Bruce Derlin,Female,22,197,75,UK,Europe,1996,Winter,Ice Hockey,Men's Ice Hockey,
1041,Kelly Evernden,Male,33,179,109,Canada,North America,1996,Winter,Ice Hockey,Men's Ice Hockey,Silver
1042,Dean Galt,Female,28,170,79,Australia,Oceania,1996,Summer,Athletics,100m Sprint,Bronze
1043,Barry Griffiths,Female,26,186,51,Canada,North America,1996,Summer,Gymnastics,Vault,
1044,Kerrin Harrison,Female,29,200,118,South Africa,Africa,1996,Summer,Basketball,Women's Tournament,
1045,Peter Jackson,Female,29,184,95,Germany,Europe,1996,Summer,Athletics,200m Sprint,Gold
1046,Brett Steven,Male,35,166,87,Japan,Asia,1996,Summer,Swimming,100m Freestyle,
1047,Farjad Saif,Male,40,152,81,USA,North America,1996,Summer,Swimming,100m Freestyle,Bronze
1048,Rossana de los Ríos,Female,19,184,89,Brazil,South America,1996,Summer,Basketball,Women's Tournament,
1049,Larissa Schaerer,Female,34,177,60,Russia,Europe,1996,Summer,Basketball,Men's Tournament,
1050,Víctor Caballero,Female,24,155,108,Japan,Asia,1996,Summer,Athletics,100m Sprint,Silver
1051,Hugo Chapacú,Female,22,185,61,Spain,Europe,1996,Summer,Basketball,Men's Tournament,
1052,Eliana González,Male,25,191,94,Australia,Oceania,1996,Summer,Football,Men's Football,
1053,Milagritos Gorriti,Male,18,157,52,France,Europe,1996,Summer,Athletics,Marathon,Bronze
1054,Mónica Liyau,Female,29,195,87,Australia,Oceania,1996,Summer,Basketball,Men's Tournament,Gold
1055,Magaly Montes,Female,26,152,112,USA,North America,1996,Winter,Ice Hockey,Men's Ice Hockey,Silver
1056,Pablo Arraya,Male,40,174,58,Japan,Asia,1996,Summer,Football,Women's Football,
1057,Mario Carulla,Male,25,150,102,Spain,Europe,1996,Winter,Ice Hockey,Women's Ice Hockey,Gold
1058,Walt Nathan,Female,31,188,78,South Africa,Africa,1996,Summer,Football,Men's Football,Bronze
1059,Yair Nathan,Female,26,157,98,UK,Europe,1996,Winter,Ice Hockey,Women's Ice Hockey,
1060,Jaime Yzaga,Female,24,198,103,France,Europe,1996,Summer,Basketball,Men's Tournament,Bronze
1061,Amparo Lim,Female,29,170,112,South Korea,Asia,1996,Summer,Athletics,Marathon,
1062,Bożena Bąk,Female,28,200,52,Russia,Europe,1996,Winter,Ice Hockey,Women's Ice Hockey,Silver
1063,Magdalena Grzybowska,Female,28,184,85,Australia,Oceania,1996,Summer,Football,Women's Football,Silver
1064,Bożena Haracz,Female,36,199,73,South Korea,Asia,1996,Summer,Athletics,200m Sprint,
1065,Katarzyna Krasowska,Male,39,190,102,Spain,Europe,1996,Summer,Athletics,100m Sprint,Gold
1066,Magdalena Mróz,Male,37,198,93,Japan,Asia,1996,Summer,Basketball,Men's Tournament,Gold
1067,Katarzyna Nowak,Male,22,199,69,China,Asia,1996,Summer,Weightlifting,Women's 58kg,Gold
1068,Aleksandra Olsza,Female,29,190,77,Japan,Asia,1996,Summer,Swimming,200m Butterfly,Bronze
1069,Beata Syta,Female,18,163,114,India,Asia,1996,Summer,Athletics,100m Sprint,Silver
1070,Katarzyna Teodorowicz,Male,26,197,99,South Africa,Africa,1996,Summer,Weightlifting,Women's 58kg,Gold
1071,Wioletta Wilk,Female,37,189,103,South Africa,Africa,1996,Summer,Basketball,Women's Tournament,
1072,Plamen Yankov,Male,26,187,70,China,Asia,1996,Summer,Football,Men's Football,Bronze
1073,Ivan Kiryakov,Female,29,153,90,Australia,Oceania,1996,Summer,Gymnastics,Vault,
1074,Deyan Kirilov,Female,18,161,118,Italy,Europe,1996,Winter,Ice Hockey,Men's Ice Hockey,
1075,Kirkor Kirkorov,Female,24,190,75,Japan,Asia,1996,Summer,Basketball,Women's Tournament,Silver
1076,Vladimir Kolev,Female,38,192,79,China,Asia,1996,Summer,Weightlifting,Men's 77kg,
1077,Georgi Kostadinov,Male,26,168,106,France,Europe,1996,Summer,Basketball,Men's Tournament,Silver
1078,Kuncho Kunchev,Male,26,156,69,Italy,Europe,1996,Winter,Ice Hockey,Men's Ice Hockey,
1079,Yordan Lesov,Female,22,150,117,Italy,Europe,1996,Winter,Skiing,Cross-Country,
1080,Petar Lesov,Male,19,197,56,USA,North America,1996,Summer,Weightlifting,Men's 77kg,Silver
1081,Bozhil Lozanov,Male,28,169,92,USA,North America,1996,Winter,Skiing,Cross-Country,
1082,Georgi Malezanov,Male,25,198,54,Germany,Europe,1996,Summer,Basketball,Women's Tournament,Silver
1083,Lyubomir Markov,Male,31,179,96,Italy,Europe,1996,Winter,Ice Hockey,Women's Ice Hockey,Silver
1084,Ivan Mihaylov,Female,38,189,110,Spain,Europe,1996,Summer,Football,Men's Football,
1085,Aleksandar Mitsev,Male,39,199,118,Australia,Oceania,1996,Summer,Athletics,Marathon,
1086,Mihail Mitsev,Female,23,198,119,UK,Europe,1996,Summer,Swimming,100m Freestyle,Silver
1087,Shishman Mitsev,Female,18,183,57,Brazil,South America,1996,Summer,Swimming,200m Butterfly,Gold
1088,Aleksandar Nikolov,Male,32,191,101,Italy,Europe,1996,Summer,Gymnastics,Vault,
1089,Asen Nikolov,Male,32,180,101,Brazil,South America,1996,Summer,Weightlifting,Men's 77kg,Silver
1090,Boris Nikolov,Female,32,178,107,Italy,Europe,1996,Winter,Ice Hockey,Women's Ice Hockey,Gold
1091,Stefan Panayotov,Female,27,196,62,UK,Europe,1996,Summer,Basketball,Women's Tournament,Bronze
1092,Kiril Pandov,Female,24,154,84,South Africa,Africa,1996,Summer,Swimming,200m Butterfly,
1093,Vasil Paparizov,Female,36,164,74,Spain,Europe,1996,Summer,Football,Women's Football,Silver
1094,Rumen Peshev,Female,26,165,83,South Africa,Africa,1996,Winter,Ice Hockey,Women's Ice Hockey,
1095,Stoyan Petkov,Female,21,197,68,USA,North America,1996,Summer,Basketball,Women's Tournament,Gold
1096,Stoyan Pilichev,Male,19,188,116,Japan,Asia,1996,Summer,Weightlifting,Women's 58kg,
1097,Aleksandar Radev,Female,30,188,114,South Africa,Africa,1996,Summer,Weightlifting,Women's 58kg,
1098,Svilen Rusinov,Female,31,164,92,Italy,Europe,1996,Summer,Basketball,Men's Tournament,Bronze
1099,Nikola Savov,Male,39,151,102,Australia,Oceania,1996,Summer,Weightlifting,Men's 77kg,Silver
1100,Petar Spasov,Male,27,170,86,France,Europe,1996,Summer,Athletics,Marathon,
1101,Georgi Stankov,Female,28,182,107,Italy,Europe,1996,Summer,Swimming,200m Butterfly,Bronze
1102,Nayden Stanchev,Female,31,155,101,Brazil,South America,1996,Summer,Gymnastics,Vault,
1103,Zhelyo Stefanov,Female,37,184,113,Brazil,South America,1996,Summer,Basketball,Men's Tournament,Bronze
1104,Angel Stoyanov,Male,37,162,88,Canada,North America,1996,Summer,Swimming,100m Freestyle,Gold
1105,Dimitar Stoilov,Male,39,196,90,China,Asia,1996,Summer,Basketball,Men's Tournament,
1106,Georgi Stoimenov,Female,40,181,74,India,Asia,1996,Summer,Football,Men's Football,
1107,Petar Stoimenov,Male,24,170,108,Brazil,South America,1996,Winter,Skiing,Cross-Country,Gold
1108,Petar Stoychev,Female,23,197,64,Germany,Europe,1996,Winter,Skiing,Cross-Country,
1109,Yuliyan Strogov,Female,23,150,88,Germany,Europe,1996,Summer,Gymnastics,Vault,
1110,Radoslav Suslekov,Male,20,160,57,USA,North America,1996,Summer,Weightlifting,Women's 58kg,Gold
1111,Atanas Sapundzhiev,Female,37,150,60,Australia,Oceania,1996,Summer,Football,Men's Football,Silver
1112,Emil Chuprenski,Male,21,173,108,UK,Europe,1996,Summer,Football,Men's Football,Gold
1113,Serafim Todorov,Female,31,194,87,India,Asia,1996,Summer,Gymnastics,Vault,
1114,Toncho Tonchev,Male,31,158,53,Russia,Europe,1996,Summer,Athletics,Marathon,Bronze
1115,Stefan Trendafilov,Male,39,155,98,Germany,Europe,1996,Summer,Football,Women's Football,Silver
1116,Tsvetan Tsvetkov,Female,26,160,66,Germany,Europe,1996,Summer,Football,Women's Football,Gold
1117,Idrissa Kabore,Male,20,192,110,India,Asia,1996,Summer,Swimming,200m Butterfly,Gold
1118,Moussa Kagambega,Female,24,195,92,Canada,North America,1996,Summer,Football,Men's Football,Gold
1119,Sounaila Sagnon,Female,25,162,96,USA,North America,1996,Summer,Swimming,100m Freestyle,Bronze
1120,Dieudonné Kossi,Male,27,175,97,Spain,Europe,1996,Summer,Gymnastics,Floor Exercise,Gold
1121,Antoine Longoudé,Female,19,152,52,Brazil,South America,1996,Summer,Football,Women's Football,
1122,Fidèle Mohinga,Male,38,178,114,South Korea,Asia,1996,Summer,Swimming,200m Butterfly,Gold
1123,Moussa Wiawindi,Male,21,150,64,France,Europe,1996,Summer,Gymnastics,Vault,Bronze
1124,Ek Sam An,Female,23,156,59,China,Asia,1996,Summer,Swimming,200m Butterfly,
1125,Khieu Soeun,Male,32,196,92,Brazil,South America,1996,Summer,Basketball,Men's Tournament,Silver
1126,Soth Sun,Female,29,180,73,Australia,Oceania,1996,Summer,Athletics,200m Sprint,
1127,Touch Nol,Female,36,172,114,Japan,Asia,1996,Summer,Swimming,200m Butterfly,
1128,You Chin Hong,Male,28,194,55,France,Europe,1996,Summer,Athletics,200m Sprint,
1129,Jeffrey Alleyne,Male,29,198,76,Spain,Europe,1996,Winter,Skiing,Cross-Country,
1130,Dale Andersen,Male,19,194,96,South Korea,Asia,1996,Summer,Basketball,Women's Tournament,
1131,Marv Arneson,Male,37,163,59,South Africa,Africa,1996,Summer,Athletics,Marathon,Gold
1132,Frank Battaglia,Female,21,180,102,Germany,Europe,1996,Summer,Basketball,Men's Tournament,
1133,Ed Beattie,Male,23,157,80,Spain,Europe,1996,Winter,Ice Hockey,Men's Ice Hockey,
1134,Charley Bélanger,Female,37,180,55,UK,Europe,1996,Summer,Football,Women's Football,
1135,Marcel Bellefeuille,Female,24,152,102,Australia,Oceania,1996,Summer,Weightlifting,Women's 58kg,
1136,Jean-François Bergeron,Male,20,198,54,South Korea,Asia,1996,Winter,Skiing,Cross-Country,
1137,Les Black,Female,21,193,90,South Korea,Asia,1996,Summer,Gymnastics,Vault,Bronze
1138,Clifford Blackburn,Male,37,182,107,Japan,Asia,1996,Summer,Basketball,Men's Tournament,Gold
1139,Phil Boudreault,Male,27,154,88,Germany,Europe,1996,Summer,Basketball,Women's Tournament,
1140,Dale Brown,Male,35,183,81,South Africa,Africa,1996,Summer,Basketball,Men's Tournament,
1141,Agnew Burlie,Female,24,151,60,UK,Europe,1996,Summer,Weightlifting,Men's 77kg,Bronze
1142,Jack Butula,Male,38,171,88,Russia,Europe,1996,Summer,Weightlifting,Women's 58kg,Bronze
1143,Jackie Callura,Female,23,156,53,Japan,Asia,1996,Winter,Skiing,Alpine Skiing,Gold
1144,Maurice Camyré,Female,22,177,69,Japan,Asia,1996,Summer,Athletics,200m Sprint,Silver
1145,Don Carrick,Male,33,185,66,India,Asia,1996,Summer,Swimming,100m Freestyle,
1146,Charley Chase,Female,22,179,82,France,Europe,1996,Winter,Skiing,Cross-Country,Gold
1147,Honoré Chevrier,Male,39,199,84,Spain,Europe,1996,Summer,Swimming,100m Freestyle,Bronze
1148,Chris Clarke,Male,25,189,116,Italy,Europe,1996,Summer,Swimming,200m Butterfly,Silver
1149,Ian Clyde,Male,37,191,86,India,Asia,1996,Summer,Weightlifting,Men's 77kg,
1150,Gerry Collins,Male,23,156,114,Spain,Europe,1996,Summer,Basketball,Men's Tournament,Silver
1151,Fred Daigle,Male,18,168,72,USA,North America,1996,Summer,Football,Women's Football,
1152,David Defiagbon,Male,30,172,59,Italy,Europe,1996,Summer,Basketball,Women's Tournament,Gold
1153,Frederick Desrosiers,Female,30,172,68,France,Europe,1996,Winter,Ice Hockey,Men's Ice Hockey,
1154,Willie deWit,Male,26,162,115,Italy,Europe,1996,Winter,Skiing,Alpine Skiing,
1155,Ray Downey,Male,27,187,111,Canada,North America,1996,Summer,Basketball,Women's Tournament,Gold
1156,Rick Duff,Male,35,190,56,Brazil,South America,1996,Summer,Weightlifting,Men's 77kg,Gold
1157,Bill Dunlop,Male,32,158,67,Spain,Europe,1996,Summer,Swimming,200m Butterfly,Silver
1158,Nick Farrell,Female,40,159,51,Australia,Oceania,1996,Summer,Swimming,200m Butterfly,
1159,Adam Faul,Male,31,173,101,Germany,Europe,1996,Summer,Basketball,Women's Tournament,
